DDH_name,From_m,To_m,JoinID,Sample_length_m,Al_pct,Si_pct,S_pct,K_pct,Ca_pct,Ti_ppm,Mn_ppm,Fe_pct,Cu_ppm,Rb_ppm,Sr_ppm,Major_Unit_Interp
DDH-1,564.2000122,564.2999878,SCC-001564.2564.3,0.100000001,5.755099773,23.95709991,0.596599996,3.828299999,0.251800001,1482,105,3.743700027,400,176,42,Basal Conglomerate
DDH-1,564.2999878,564.4000244,SCC-001564.3564.4,0.100000001,6.815999985,33.13079834,0.318100005,6.828100204,0.166800007,859,103,1.620700002,189,300,42,Basal Conglomerate
DDH-1,564.4000244,564.5,SCC-001564.4564.5,0.100000001,7.820799828,31.3701992,0.545799971,4.815899849,0.207499996,1341,168,5.024000168,557,220,65,Basal Conglomerate
DDH-1,564.5,564.5999756,SCC-001564.5564.6,0.100000001,7.475900173,29.08090019,0.878300011,5.758600235,0.322699994,1248,147,3.526900053,284,258,79,Basal Conglomerate
DDH-1,564.5999756,564.7000122,SCC-001564.6564.7,0.100000001,6.366399765,21.50180054,0.999000013,3.621299982,0.353300005,1273,206,5.403800011,613,157,70,Basal Conglomerate
DDH-1,564.7999878,564.9000244,SCC-001564.8564.9,0.100000001,7.476500034,25.66489983,0.647300005,3.730200052,0.297399998,1208,151,3.207000017,396,169,44,Basal Conglomerate
DDH-1,565.2999878,565.4000244,SCC-001565.3565.4,0.100000001,6.034100056,29.31830025,2.39380002,3.994299889,0.625400007,4235,341,8.139399529,1025,154,51,Basal Conglomerate
DDH-1,565.7999878,565.9000244,SCC-001565.8565.9,0.100000001,5.180300236,24.24760056,1.715399981,3.462800026,0.500699997,958,204,4.0479002,823,162,46,Basal Conglomerate
DDH-1,565.9000244,566,SCC-001565.9566,0.100000001,6.690700054,29.88170052,1.811300039,4.083399773,0.576300025,2101,361,9.309700012,2383,171,54,Basal Conglomerate
DDH-1,566,566.0999756,SCC-001566566.1,0.100000001,7.793700218,29.72380066,1.250800014,4.634900093,0.398000002,1431,308,4.934999943,996,189,46,Basal Conglomerate
DDH-1,566.0999756,566.2000122,SCC-001566.1566.2,0.100000001,8.04129982,24.96999931,0.902199984,3.7493999,0.386299998,2595,216,6.196199894,1038,105,40,Basal Conglomerate
DDH-1,566.2000122,566.2999878,SCC-001566.2566.3,0.100000001,7.780700207,29.06119919,1.522799969,4.841199875,0.520099998,2759,218,4.825799942,953,221,67,Basal Conglomerate
DDH-1,566.2999878,566.4000244,SCC-001566.3566.4,0.100000001,6.683000088,26.1942997,1.677600026,3.057699919,0.489600003,3226,227,6.297599792,1363,119,46,Basal Conglomerate
DDH-1,566.5,566.5999756,SCC-001566.5566.6,0.100000001,8.859000206,28.06189919,0.398699999,3.383399963,0.304199994,5199,257,9.252599716,2359,124,64,Basal Conglomerate
DDH-1,566.5999756,566.7000122,SCC-001566.6566.7,0.100000001,6.539700031,32.32099915,0.699000001,4.33920002,0.361999989,3170,217,6.199200153,1534,158,64,Basal Conglomerate
DDH-1,566.7000122,566.7999878,SCC-001566.7566.8,0.100000001,7.68569994,26.70470047,1.148699999,3.840199947,0.45570001,2812,290,7.465300083,1988,130,77,Basal Conglomerate
DDH-1,566.9000244,567,SCC-001566.9567,0.100000001,5.434700012,20.09110069,0.557399988,2.039999962,0.221599996,3144,182,4.903299809,1145,52,74,Basal Conglomerate
DDH-1,567,567.0999756,SCC-001567567.1,0.100000001,5.875,19.46750069,0.621500015,1.738000035,0.341399997,3727,183,6.758399963,2804,75,120,Basal Conglomerate
DDH-1,567.0999756,567.2000122,SCC-001567.1567.2,0.100000001,7.087100029,23.00189972,1.357300043,2.604899883,0.42930001,3729,304,9.630700111,3461,135,75,Basal Conglomerate
DDH-1,567.2000122,567.2999878,SCC-001567.2567.3,0.100000001,8.831000328,25.26119995,0.129199997,2.253900051,0.305900007,5226,229,8.803999901,3686,179,117,Basal Conglomerate
DDH-1,567.2999878,567.4000244,SCC-001567.3567.4,0.100000001,7.309400082,24.88150024,0.497299999,2.596999884,0.239899993,3552,184,7.219200134,2624,104,48,Basal Conglomerate
DDH-1,567.7000122,567.7999878,SCC-001567.7567.8,0.100000001,8.630200386,28.17499924,0.653400004,4.047100067,0.265399992,2443,276,8.225199699,2287,137,57,Basal Conglomerate
DDH-1,567.7999878,567.9000244,SCC-001567.8567.9,0.100000001,7.615399837,26.56559944,0.449099988,3.883899927,0.227200001,2809,261,6.593200207,2587,170,99,Basal Conglomerate
DDH-1,567.9000244,568,SCC-001567.9568,0.100000001,7.478000164,31.00849915,0.567900002,3.557199955,0.283399999,4137,254,7.599400043,2437,125,75,Basal Conglomerate
DDH-1,568,568.0999756,SCC-001568568.1,0.100000001,6.336699963,32.96849823,0.662599981,5.286699772,0.238100007,1447,163,3.735199928,1006,171,50,Basal Conglomerate
DDH-1,568.0999756,568.2000122,SCC-001568.1568.2,0.100000001,6.790100098,28.02109909,0.706900001,3.258100033,0.308899999,3089,293,7.747900009,2664,126,66,Basal Conglomerate
DDH-1,568.2000122,568.2999878,SCC-001568.2568.3,0.100000001,7.376999855,28.03070068,1.13499999,4.777400017,0.342999995,2704,271,7.89440012,3274,154,95,Basal Conglomerate
DDH-1,568.2999878,568.4000244,SCC-001568.3568.4,0.100000001,7.750100136,27.63260078,1.504799962,3.303299904,0.432500005,3156,244,5.818699837,2157,149,86,Basal Conglomerate
DDH-1,568.4000244,568.5,SCC-001568.4568.5,0.100000001,6.950300217,26.55419922,1.450199962,5.126999855,0.474599987,2072,256,6.160099983,1998,190,55,Basal Conglomerate
DDH-1,568.5,568.5999756,SCC-001568.5568.6,0.100000001,5.793900013,25.68029976,0.978799999,4.60710001,0.269499987,1558,226,6.156499863,1817,178,43,Basal Conglomerate
DDH-1,568.9000244,569,SCC-001568.9569,0.100000001,5.421800137,34.87580109,0.698000014,6.249199867,0.186700001,829,171,1.722900033,528,149,40,Basal Conglomerate
DDH-1,569,569.0999756,SCC-001569569.1,0.100000001,6.672500134,40.90169907,0.195199996,7.174600124,0.099799998,835,142,1.37469995,371,203,36,Basal Conglomerate
DDH-1,569.2000122,569.2999878,SCC-001569.2569.3,0.100000001,6.661099911,33.20029831,1.290400028,3.415400028,0.426099986,1498,407,7.822199821,2522,99,76,Basal Conglomerate
DDH-1,569.2999878,569.4000244,SCC-001569.3569.4,0.100000001,7.248700142,22.78499985,0.558899999,3.132699966,0.220899999,3606,664,13.78460026,5537,101,85,Basal Conglomerate
DDH-1,569.4000244,569.5,SCC-001569.4569.5,0.100000001,6.790500164,27.79380035,0.560800016,4.380700111,0.248600006,3536,560,8.946299553,2992,125,73,Basal Conglomerate
DDH-1,569.5,569.5999756,SCC-001569.5569.6,0.100000001,6.608200073,27.22360039,0.453599989,3.910000086,0.199300006,4331,990,15.99240017,7237,111,78,Basal Conglomerate
DDH-1,569.7000122,569.7999878,SCC-001569.7569.8,0.100000001,6.685200214,33.88909912,1.148200035,3.782000065,0.354699999,1906,397,9.209400177,3701,161,89,Basal Conglomerate
DDH-1,569.7999878,569.9000244,SCC-001569.8569.9,0.100000001,7.111000061,23.12660027,0.893299997,4.085599899,0.301400006,2910,413,11.11240005,5491,230,92,Basal Conglomerate
DDH-1,569.9000244,570,SCC-001569.9570,0.100000001,6.434500217,38.39419937,0.205400005,5.820099831,0.126900002,814,183,2.445899963,816,211,57,Basal Conglomerate
DDH-1,570,570.0999756,SCC-001570570.1,0.100000001,6.557400227,33.23659897,0.604499996,5.357500076,0.250699997,1199,300,4.707799911,1411,187,47,Basal Conglomerate
DDH-1,570.0999756,570.2000122,SCC-001570.1570.2,0.100000001,7.40929985,28.46380043,1.443099976,4.136400223,0.495299995,2806,419,9.808300018,3105,164,73,Basal Conglomerate
DDH-1,570.2000122,570.2999878,SCC-001570.2570.3,0.100000001,6.254300117,31.34589958,0.779900014,4.109700203,0.35589999,1829,471,9.458299637,3673,235,77,Basal Conglomerate
DDH-1,570.2999878,570.4000244,SCC-001570.3570.4,0.100000001,6.999300003,32.25120163,1.148599982,4.224199772,0.383300006,4265,238,5.747499943,1804,142,75,Basal Conglomerate
DDH-1,570.4000244,570.5,SCC-001570.4570.5,0.100000001,7.564700127,26.31450081,0.512000024,3.247600079,0.2509,5495,251,7.00579977,2883,140,101,Basal Conglomerate
DDH-1,570.5,570.5999756,SCC-001570.5570.6,0.100000001,7.808300018,28.63909912,0.457500011,4.252699852,0.246999994,4999,158,5.768099785,1522,176,72,Basal Conglomerate
DDH-1,570.5999756,570.7000122,SCC-001570.6570.7,0.100000001,7.373700142,23.20999908,0.777899981,3.604300022,0.30250001,4532,205,7.840799809,1992,127,61,Basal Conglomerate
DDH-1,570.7000122,570.7999878,SCC-001570.7570.8,0.100000001,6.431000233,22.00790024,1.47329998,2.8197999,0.481400013,5655,240,8.656599998,2943,132,147,Basal Conglomerate
DDH-1,570.7999878,570.9000244,SCC-001570.8570.9,0.100000001,6.922500134,25.6480999,1.798599958,3.371900082,0.588699996,5068,223,7.729800224,2146,114,125,Basal Conglomerate
DDH-1,570.9000244,571,SCC-001570.9571,0.100000001,7.282700062,29.62759972,1.443600059,3.755700111,0.469500005,3993,198,6.992400169,2039,145,79,Basal Conglomerate
DDH-1,571.0999756,571.2000122,SCC-001571.1571.2,0.100000001,6.155499935,27.08110046,0.681599975,4.504199982,0.252900004,2434,207,5.231200218,1926,204,70,Basal Conglomerate
DDH-1,571.2000122,571.2999878,SCC-001571.2571.3,0.100000001,6.356100082,25.09880066,0.689999998,3.590600014,0.322899997,4385,256,7.737999916,1964,106,85,Basal Conglomerate
DDH-1,571.2999878,571.4000244,SCC-001571.3571.4,0.100000001,5.401199818,27.63319969,1.333899975,3.738600016,0.452600002,5256,331,7.77519989,1601,123,66,Basal Conglomerate
DDH-1,571.4000244,571.5,SCC-001571.4571.5,0.100000001,6.835199833,29.70269966,0.862600029,3.825900078,0.366100013,3033,292,6.770599842,1551,123,38,Basal Conglomerate
DDH-1,571.5999756,571.7000122,SCC-001571.6571.7,0.100000001,5.886600018,22.16160011,0.135100007,3.926700115,0.208900005,2749,648,16.69050026,4021,177,84,Basal Conglomerate
DDH-1,572.0999756,572.2000122,SCC-001572.1572.2,0.100000001,5.022399902,35.00619888,0.250499994,5.12869978,0.117200002,939,282,7.899199963,1254,140,37,Basal Conglomerate
DDH-1,572.2999878,572.4000244,SCC-001572.3572.4,0.100000001,9.171500206,28.84020042,0.662800014,3.982199907,0.216600001,1920,185,5.520999908,1357,104,176,Porphyry
DDH-1,572.4000244,572.5,SCC-001572.4572.5,0.100000001,8.698399544,28.31450081,0.760299981,4.940700054,0.242699996,2006,98,3.397399902,1190,158,219,Porphyry
DDH-1,572.7999878,572.9000244,SCC-001572.8572.9,0.100000001,12.54870033,39.37170029,0.095899999,4.966499805,0.079000004,2825,73,1.514000058,379,116,237,Porphyry
DDH-1,572.9000244,573,SCC-001572.9573,0.100000001,11.93249989,32.54629898,0.116300002,4.199100018,0.124899998,2103,101,1.813199997,580,163,692,Porphyry
DDH-1,573.0999756,573.2000122,SCC-001573.1573.2,0.100000001,8.867799759,29.21699905,0.762300014,4.222799778,0.240999997,2099,80,1.629999995,410,126,283,Porphyry
DDH-1,573.9000244,574,SCC-001573.9574,0.100000001,8.686699867,29.54680061,0.0942,4.697800159,0.126000002,2076,129,1.435600042,382,111,296,Porphyry
DDH-1,574.2000122,574.2999878,SCC-001574.2574.3,0.100000001,7.77699995,22.12619972,0.442299992,4.711100101,0.206900001,2033,80,1.838000059,894,141,616,Porphyry
DDH-1,574.2999878,574.4000244,SCC-001574.3574.4,0.100000001,9.580900192,27.08230019,0.444599986,5.054900169,0.244000003,2933,66,1.35529995,650,147,610,Porphyry
DDH-1,574.5999756,574.7000122,SCC-001574.6574.7,0.100000001,9.020500183,32.21609879,1.869899988,4.305099964,0.518000007,2097,118,1.323199987,770,146,243,Porphyry
DDH-1,574.7999878,574.9000244,SCC-001574.8574.9,0.100000001,9.252900124,27.15340042,0.597199976,4.116600037,0.198200002,1892,95,1.262400031,608,139,286,Porphyry
DDH-1,575.2000122,575.2999878,SCC-001575.2575.3,0.100000001,7.654099941,27.1196003,0.311699986,4.750599861,0.112300001,1561,107,2.177999973,1172,110,290,Porphyry
DDH-1,575.4000244,575.5,SCC-001575.4575.5,0.100000001,7.620999813,31.12030029,0.138799995,6.386499882,0.112000003,2034,97,1.770499945,1008,171,152,Porphyry
DDH-1,575.5,575.5999756,SCC-001575.5575.6,0.100000001,8.116100311,34.31209946,0.307999998,7.6802001,0.121799998,2269,117,2.005100012,1281,214,210,Porphyry
DDH-1,575.5999756,575.7000122,SCC-001575.6575.7,0.100000001,8.122200012,34.1493988,0.222499996,6.610000134,0.153799996,2135,100,2.280400038,1677,182,168,Porphyry
DDH-1,575.7000122,575.7999878,SCC-001575.7575.8,0.100000001,9.778100014,30.90299988,0.546299994,4.850500107,0.157399997,2530,78,1.191799998,547,126,158,Porphyry
DDH-1,575.7999878,575.9000244,SCC-001575.8575.9,0.100000001,11.49909973,30.07889938,0.1347,5.33589983,0.090400003,4117,88,2.200799942,1027,132,149,Porphyry
DDH-1,576,576.0999756,SCC-001576576.1,0.100000001,9.861000061,30.09620094,0.371899992,5.254399776,0.192900002,2255,162,1.570299983,623,196,218,Porphyry
DDH-1,576.2000122,576.2999878,SCC-001576.2576.3,0.100000001,8.225399971,26.87619972,0.453200012,3.282500029,0.183500007,1802,115,0.89349997,330,113,192,Porphyry
DDH-1,576.4000244,576.5,SCC-001576.4576.5,0.100000001,8.43999958,25.72260094,1.874600053,4.239999771,0.550000012,2120,83,1.371500015,592,131,245,Porphyry
DDH-1,576.7000122,576.7999878,SCC-001576.7576.8,0.100000001,8.668899536,35.14709854,0.574899971,5.712600231,0.326299995,1958,89,2.197900057,1190,156,169,Porphyry
DDH-1,576.7999878,576.9000244,SCC-001576.8576.9,0.100000001,7.051300049,26.65159988,0.344099998,5.259799957,0.205699995,1835,80,1.234599948,644,157,190,Porphyry
DDH-1,577,577.0999756,SCC-001577577.1,0.100000001,5.39620018,23.4727993,0.141900003,4.967899799,0.131200001,1396,100,1.295400023,1211,266,168,Porphyry
DDH-1,578,578.0999756,SCC-001578578.1,0.100000001,6.335700035,24.37849998,1.690000057,4.117099762,0.450399995,1798,93,2.56520009,1873,232,711,Porphyry
DDH-1,578.0999756,578.2000122,SCC-001578.1578.2,0.100000001,7.280200005,26.06620026,1.210800052,5.407400131,0.405900002,2174,110,1.756800056,1252,215,611,Porphyry
DDH-1,578.2999878,578.4000244,SCC-001578.3578.4,0.100000001,10.73270035,26.06209946,0.716300011,5.679999828,0.224800006,4849,138,4.175300121,2150,185,683,Porphyry
DDH-1,578.4000244,578.5,SCC-001578.4578.5,0.100000001,9.791799545,25.22500038,0.346300006,6.41779995,0.155100003,5031,88,2.805399895,1792,180,869,Porphyry
DDH-1,578.7999878,578.9000244,SCC-001578.8578.9,0.100000001,9.379099846,38.15100098,1.151299953,6.456799984,0.298999995,2119,94,2.199899912,1093,161,198,Porphyry
DDH-1,578.9000244,579,SCC-001578.9579,0.100000001,7.551300049,27.93659973,0.645299971,5.263100147,0.282799989,1856,99,1.865399957,1045,139,259,Porphyry
DDH-1,579,579.0999756,SCC-001579579.1,0.100000001,6.077899933,26.68099976,1.208600044,5.069300175,0.354000002,1653,81,2.254300117,1497,141,211,Porphyry
DDH-1,579.0999756,579.2000122,SCC-001579.1579.2,0.100000001,6.916999817,27.60770035,2.545399904,4.983399868,0.642199993,1802,79,1.63409996,1342,187,331,Porphyry
DDH-1,579.2999878,579.4000244,SCC-001579.3579.4,0.100000001,8.722900391,31.37879944,0.620199978,4.104800224,0.239600003,1813,87,1.553799987,850,138,267,Porphyry
DDH-1,579.5,579.5999756,SCC-001579.5579.6,0.100000001,8.778400421,28.71629906,0.115999997,4.265799999,0.103799999,2220,107,2.324599981,1466,141,242,Porphyry
DDH-1,579.5999756,579.7000122,SCC-001579.6579.7,0.100000001,10.04189968,29.4946003,0.181199998,4.11590004,0.084399998,4328,83,1.201500058,1050,125,318,Porphyry
DDH-1,579.7000122,579.7999878,SCC-001579.7579.8,0.100000001,8.383299828,29.72990036,0.637199998,5.081099987,0.199300006,3725,75,1.368399978,930,129,266,Porphyry
DDH-1,579.7999878,579.9000244,SCC-001579.8579.9,0.100000001,7.195700169,30.93009949,1.416100025,4.518199921,0.482800007,1916,101,2.038399935,1554,151,286,Porphyry
DDH-1,579.9000244,580,SCC-001579.9580,0.100000001,7.565199852,27.27890015,0.565100014,3.590300083,0.2245,1563,67,1.26760006,995,106,266,Porphyry
DDH-1,580,580.0999756,SCC-001580580.1,0.100000001,8.748600006,27.75029945,0.139899999,3.644799948,0.098200001,2107,65,1.646000028,1273,105,417,Porphyry
DDH-1,580.0999756,580.2000122,SCC-001580.1580.2,0.100000001,9.3125,29.99860001,0.104599997,4.179299831,0.096699998,2313,80,1.654399991,1266,112,413,Porphyry
DDH-1,580.2000122,580.2999878,SCC-001580.2580.3,0.100000001,8.33520031,29.58429909,0.355500013,4.401000023,0.150199994,2236,69,1.67019999,1448,130,968,Porphyry
DDH-1,580.2999878,580.4000244,SCC-001580.3580.4,0.100000001,8.623999596,30.66909981,0.801900029,5.149300098,0.324699998,2320,90,1.651200056,1089,145,314,Porphyry
DDH-1,580.5,580.5999756,SCC-001580.5580.6,0.100000001,8.399100304,27.80200005,0.236599997,4.56799984,0.1118,1726,90,2.04369998,1330,141,375,Porphyry
DDH-1,580.7000122,580.7999878,SCC-001580.7580.8,0.100000001,6.044300079,21.76059914,0.558799982,4.656400204,0.194900006,1516,117,1.829699993,1433,188,347,Porphyry
DDH-1,580.7999878,580.9000244,SCC-001580.8580.9,0.100000001,7.302400112,25.41080093,0.56370002,4.578999996,0.240600005,2651,104,2.267400026,1357,126,327,Porphyry
DDH-1,580.9000244,581,SCC-001580.9581,0.100000001,10.67949963,30.79529953,0.367500007,5.186800003,0.262199998,2311,116,2.701900005,1561,151,475,Porphyry
DDH-1,581.2000122,581.2999878,SCC-001581.2581.3,0.100000001,8.277299881,27.97229958,1.831799984,5.203299999,0.546000004,2002,116,1.867900014,1090,130,354,Porphyry
DDH-1,581.5,581.5999756,SCC-001581.5581.6,0.100000001,4.907000065,16.56399918,0.358900011,2.651900053,0.369300008,1144,75,1.20570004,344,129,109,Porphyry
DDH-1,581.9000244,582,SCC-001581.9582,0.100000001,7.425300121,27.77350044,0.565599978,4.556000233,0.226400003,2102,134,2.894099951,2210,133,168,Porphyry
DDH-1,582,582.0999756,SCC-001582582.1,0.100000001,9.24489975,29.85580063,0.516300023,3.976399899,0.207699999,2210,76,1.571499944,2148,157,318,Porphyry
DDH-1,582.4000244,582.5,SCC-001582.4582.5,0.100000001,7.693600178,28.01889992,0.564199984,4.523300171,0.240400001,2390,79,1.923599958,1763,115,352,Porphyry
DDH-1,582.5,582.5999756,SCC-001582.5582.6,0.100000001,6.176499844,25.39220047,0.521899998,4.047699928,0.228100002,1965,94,1.685600042,1954,127,273,Porphyry
DDH-1,582.7999878,582.9000244,SCC-001582.8582.9,0.100000001,6.817299843,22.76029968,0.511900008,4.630199909,0.264200002,2926,119,2.390399933,1659,207,289,Porphyry
DDH-1,582.9000244,583,SCC-001582.9583,0.100000001,7.588699818,24.45249939,0.390100002,5.139500141,0.353700012,3345,176,2.934099913,1503,187,201,Porphyry
DDH-1,583,583.0999756,SCC-001583583.1,0.100000001,7.209799767,26.09160042,0.379900008,6.043600082,0.224999994,3108,115,3.000099897,2048,158,264,Porphyry
DDH-1,583.2000122,583.2999878,SCC-001583.2583.3,0.100000001,6.379000187,28.51499939,0.092299998,4.392300129,0.146500006,1312,75,0.991900027,1105,112,158,Porphyry
DDH-1,583.4000244,583.5,SCC-001583.4583.5,0.100000001,9.869600296,34.8567009,0.432200015,5.641200066,0.159400001,1954,83,1.13440001,2017,150,282,Porphyry
DDH-1,583.7999878,583.9000244,SCC-001583.8583.9,0.100000001,8.060400009,28.09149933,0.379000008,4.459700108,0.166700006,1985,113,1.479200006,7901,104,308,Porphyry
DDH-1,584.0999756,584.2000122,SCC-001584.1584.2,0.100000001,8.500699997,33.79130173,0.403600007,4.861499786,0.164399996,2287,79,1.349400043,19813,123,558,Porphyry
DDH-1,584.5999756,584.7000122,SCC-001584.6584.7,0.100000001,9.730099678,34.65179825,0.067900002,4.842999935,0.082099997,2196,99,1.659100056,36386,115,276,Porphyry
DDH-1,585.4000244,585.5,SCC-001585.4585.5,0.100000001,9.298299789,39.12519836,0.119900003,5.510300159,0.074100003,2332,113,2.121500015,28408,121,344,Porphyry
DDH-1,585.7000122,585.7999878,SCC-001585.7585.8,0.100000001,7.510700226,37.66139984,0.082900003,4.700300217,0.060600001,1641,141,0.989700019,24649,116,370,Porphyry
DDH-1,585.9000244,586,SCC-001585.9586,0.100000001,9.565299988,36.34939957,0.107100002,5.079899788,0.077200003,2598,63,1.020799994,27615,115,341,Porphyry
DDH-1,586.0999756,586.2000122,SCC-001586.1586.2,0.100000001,8.170100212,39.16519928,0.120200001,5.075200081,0.074299999,1761,128,1.385800004,34659,153,327,Porphyry
DDH-1,586.2000122,586.2999878,SCC-001586.2586.3,0.100000001,6.951099873,28.68560028,0.083499998,4.937600136,0.091200002,2147,114,1.278300047,26431,147,550,Porphyry
DDH-1,586.2999878,586.4000244,SCC-001586.3586.4,0.100000001,8.335300446,30.83250046,0.167099997,5.132800102,0.089599997,2393,58,1.157099962,18843,133,418,Porphyry
DDH-1,586.4000244,586.5,SCC-001586.4586.5,0.100000001,7.455900192,36.53969955,0.122199997,4.737999916,0.0832,1788,71,1.524099946,24805,126,471,Porphyry
DDH-1,586.5,586.5999756,SCC-001586.5586.6,0.100000001,9.050299644,34.67010117,0.212400004,5.092100143,0.1096,2382,83,1.211599946,26157,162,1046,Porphyry
DDH-1,586.5999756,586.7000122,SCC-001586.6586.7,0.100000001,7.068500042,32.30830002,0.115800001,4.682300091,0.074000001,1996,65,1.261500001,27979,130,436,Porphyry
DDH-1,586.7999878,586.9000244,SCC-001586.8586.9,0.100000001,7.635300159,32.47790146,0.318599999,4.088699818,0.1065,1645,101,1.584499955,60268,112,211,Porphyry
DDH-1,586.9000244,587,SCC-001586.9587,0.100000001,8.537400246,31.86599922,0.505800009,4.424499989,0.155599996,1731,108,1.215899944,50198,124,310,Porphyry
DDH-1,587,587.0999756,SCC-001587587.1,0.100000001,7.425199986,31.51329994,0.425099999,4.281199932,0.145699993,2254,122,1.407699943,30644,112,153,Porphyry
DDH-1,587.2000122,587.2999878,SCC-001587.2587.3,0.100000001,6.844799995,29.33460045,0.221799999,3.709199905,0.124499999,1586,255,1.412899971,68117,101,373,Porphyry
DDH-1,587.2999878,587.4000244,SCC-001587.3587.4,0.100000001,7.370800018,30.10810089,0.086300001,4.01060009,0.088699996,1610,131,1.680400014,38301,106,231,Porphyry
DDH-1,587.5999756,587.7000122,SCC-001587.6587.7,0.100000001,7.04489994,33.53139877,0.144099995,4.647799969,0.077799998,1641,177,2.405999899,41703,92,336,Porphyry
DDH-1,587.7000122,587.7999878,SCC-001587.7587.8,0.100000001,6.078499794,32.40209961,0.153999999,3.812900066,0.075900003,1578,177,1.619400024,41650,105,476,Porphyry
DDH-1,587.7999878,587.9000244,SCC-001587.8587.9,0.100000001,8.173600197,36.00529861,0.193900004,5.134799957,0.080499999,1900,95,1.402899981,42648,152,429,Porphyry
DDH-1,587.9000244,588,SCC-001587.9588,0.100000001,5.419499874,32.09489822,0.40959999,3.668400049,0.105499998,1300,135,1.74119997,41951,104,642,Porphyry
DDH-1,588,588.0999756,SCC-001588588.1,0.100000001,6.720600128,36.74020004,0.400999993,3.779000044,0.102799997,1309,212,2.392400026,47982,85,234,Porphyry
DDH-1,588.0999756,588.2000122,SCC-001588.1588.2,0.100000001,7.60890007,36.15890121,0.224900007,4.423900127,0.081,1558,106,1.883299947,64716,121,296,Porphyry
DDH-1,589.0999756,589.2000122,SCC-001589.1589.2,0.100000001,5.10340023,23.5673008,0.345600009,3.125200033,0.166600004,1316,99,1.610599995,7775,80,362,Porphyry
DDH-1,589.2000122,589.2999878,SCC-001589.2589.3,0.100000001,6.606699944,30.21339989,0.810500026,4.504000187,0.211300001,2036,107,1.732499957,52819,174,665,Porphyry
DDH-1,589.2999878,589.4000244,SCC-001589.3589.4,0.100000001,7.134600163,35.49769974,1.224900007,4.041800022,0.233799994,2101,182,2.797399998,63432,146,2122,Porphyry
DDH-1,589.4000244,589.5,SCC-001589.4589.5,0.100000001,6.942399979,27.74139977,1.101300001,3.685199976,0.235499993,2037,147,1.768399954,116976,120,937,Porphyry
DDH-1,589.5,589.5999756,SCC-001589.5589.6,0.100000001,5.078499794,18.93759918,0.800999999,2.096800089,0.174400002,1190,219,1.395900011,240350,61,570,Porphyry
DDH-1,589.7000122,589.7999878,SCC-001589.7589.8,0.100000001,7.335800171,29.75239944,0.722100019,4.007400036,0.194600001,1862,193,2.308599949,51226,125,645,Porphyry
DDH-1,589.7999878,589.9000244,SCC-001589.8589.9,0.100000001,7.062799931,29.57889938,0.449900001,4.667900085,0.130600005,1979,163,2.434200048,29931,148,285,Porphyry
DDH-1,589.9000244,590,SCC-001589.9590,0.100000001,7.988299847,26.87220001,0.906000018,5.359099865,0.221799999,3992,65,1.826799989,26841,160,479,Porphyry
DDH-1,590,590.0999756,SCC-001590590.1,0.100000001,6.454400063,26.52689934,1.119099975,3.922100067,0.26699999,1518,115,2.292999983,57028,133,564,Porphyry
DDH-1,590.2000122,590.2999878,SCC-001590.2590.3,0.100000001,8.443400383,33.8655014,1.63409996,4.534699917,0.323900014,1765,182,2.218400002,62661,147,115,Porphyry
DDH-1,590.4000244,590.5,SCC-001590.4590.5,0.100000001,8.067399979,32.09880066,0.709500015,3.633100033,0.225999996,1769,143,2.038500071,41599,110,69,Porphyry
DDH-1,590.9000244,591,SCC-001590.9591,0.100000001,7.264999866,29.71890068,0.563600004,2.093499899,0.151899993,2374,64,1.168799996,12595,58,186,Porphyry
DDH-1,591.2999878,591.4000244,SCC-001591.3591.4,0.100000001,7.094200134,29.01790047,1.006000042,5.510900021,0.237599999,2995,75,1.173300028,12951,153,320,Porphyry
DDH-1,591.5,591.5999756,SCC-001591.5591.6,0.100000001,6.102099895,31.96910095,1.030599952,4.15170002,0.212500006,1560,129,1.405300021,22398,103,481,Porphyry
DDH-1,591.5999756,591.7000122,SCC-001591.6591.7,0.100000001,6.263999939,31.08209991,0.994700015,4.142499924,0.231099993,1754,119,1.579399943,37661,148,346,Porphyry
DDH-1,591.9000244,592,SCC-001591.9592,0.100000001,6.450699806,26.70999908,0.618499994,3.498699903,0.184100002,1434,118,1.790300012,26005,136,278,Porphyry
DDH-1,592,592.0999756,SCC-001592592.1,0.100000001,7.187300205,32.55739975,0.947799981,3.681400061,0.229800001,1591,153,2.144000053,23717,99,114,Porphyry
DDH-1,592.0999756,592.2000122,SCC-001592.1592.2,0.100000001,7.086400032,32.26890182,1.146000028,3.711600065,0.223000005,1797,93,1.672899961,30218,99,155,Porphyry
DDH-1,592.2000122,592.2999878,SCC-001592.2592.3,0.100000001,6.374100208,28.4720993,1.168499947,3.806299925,0.2509,2034,92,2.103499889,43281,111,140,Porphyry
DDH-1,592.2999878,592.4000244,SCC-001592.3592.4,0.100000001,7.388500214,36.48289871,0.856299996,4.009200096,0.189199999,1623,139,1.857200027,13811,129,279,Porphyry
DDH-1,592.5999756,592.7000122,SCC-001592.6592.7,0.100000001,5.316100121,26.6935997,1.945000052,2.735800028,0.416500002,1070,150,1.970499992,41911,100,163,Porphyry
DDH-1,592.7000122,592.7999878,SCC-001592.7592.8,0.100000001,6.845900059,34.99440002,2.02670002,4.63710022,0.404799998,1783,113,1.349400043,26482,141,311,Porphyry
